run_id,evidence_id,product_id,product_name,vintage_label,source_domain,source_url,source_type,ocr_gap_category,ocr_priority,capture_strategy,key_count,private_path_supplied,private_path_exists,extension_ok,audit_status,recommended_next_action,candidate_only,manual_verified
pilot-photo-capture-dry-run,flickr_oreo_1960s,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,1980s_or_earlier,www.flickr.com,https://www.flickr.com/photos/jasonliebigstuff/4635007453,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,flickr_oreo_1993,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,1990s,www.flickr.com,https://www.flickr.com/photos/jasonliebigstuff/6823914204,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,flickr_oreo_1960s_box,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,1980s_or_earlier,www.flickr.com,https://www.flickr.com/photos/jasonliebigstuff/4210393728,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,packaging_digest_century,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,1980s_or_earlier,www.packagingdigest.com,https://www.packagingdigest.com/packaging-design/oreo-celebrates-century-of-cookie-packaging,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,seattlepi_century,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,1980s_or_earlier,www.seattlepi.com,https://www.seattlepi.com/entertainment/article/a-century-of-oreos-3386488.php,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,campbells_tomato_soup_evidence_5,campbells_tomato_soup,Campbell's Condensed Tomato Soup,1980s_or_earlier,www.ingredientinspector.org,https://www.ingredientinspector.org/home/campbells-tomato-soup-ingredients,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,cheerios_original_evidence_1,cheerios_original,Cheerios Original,earliest_verified_label;1980s_or_earlier,www.flickr.com,https://www.flickr.com/photos/25692985%40N07/3523833856,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,coca_cola_classic_evidence_1,coca_cola_classic,Coca-Cola Classic,earliest_verified_label;1980s_or_earlier,www.flickr.com,https://www.flickr.com/photos/studioz7/29453244726,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,campbells_tomato_soup_evidence_10,campbells_tomato_soup,Campbell's Condensed Tomato Soup,current_2020s,www.campbellsfoodservice.com,https://www.campbellsfoodservice.com/product/tomato-soup-2/?product-pdf=_,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,campbells_tomato_soup_evidence_7,campbells_tomato_soup,Campbell's Condensed Tomato Soup,current_2020s,www.campbells.com,https://www.campbells.com/products/condensed/tomato-soup/,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,campbells_tomato_soup_evidence_8,campbells_tomato_soup,Campbell's Condensed Tomato Soup,current_2020s,www.campbells.com,https://www.campbells.com/products/condensed/family-size-tomato-soup/,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,campbells_tomato_soup_evidence_9,campbells_tomato_soup,Campbell's Condensed Tomato Soup,current_2020s,www.campbells.com,https://www.campbells.com/tomato-soup/,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,cheerios_original_evidence_8,cheerios_original,Cheerios Original,current_2020s,www.cheerios.com,https://www.cheerios.com/products/original-cheerios,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,coca_cola_classic_evidence_6,coca_cola_classic,Coca-Cola Classic,current_2020s,www.coca-cola.com,https://www.coca-cola.com/us/en/brands/coca-cola/products/original?redirect=true,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,doritos_nacho_cheese_evidence_10,doritos_nacho_cheese,Doritos Nacho Cheese,current_2020s,smartlabel.pepsico.info,https://smartlabel.pepsico.info/028400017305-0007-en-US/index.html,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,doritos_nacho_cheese_evidence_7,doritos_nacho_cheese,Doritos Nacho Cheese,2010s;current_2020s,www.heb.com,https://www.heb.com/product-detail/doritos-nacho-cheese-flavored-tortilla-chips/1530760,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,doritos_nacho_cheese_evidence_8,doritos_nacho_cheese,Doritos Nacho Cheese,current_2020s,wvww.gardengrocer.com,https://wvww.gardengrocer.com/product/1762-doritos-tortilla-chips-nacho-cheese-975oz-bag,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,doritos_nacho_cheese_evidence_9,doritos_nacho_cheese,Doritos Nacho Cheese,current_2020s,www.kroger.com,https://www.kroger.com/p/doritos-nacho-cheese-flavored-tortilla-chips/0002840033579,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,heinz_tomato_ketchup_evidence_6,heinz_tomato_ketchup,Heinz Tomato Ketchup,current_2020s,www.walmart.com,https://www.walmart.com/ip/20971263,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,heinz_tomato_ketchup_evidence_7,heinz_tomato_ketchup,Heinz Tomato Ketchup,current_2020s,www.walmart.com,https://www.walmart.com/ip/19362103123,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,heinz_tomato_ketchup_evidence_8,heinz_tomato_ketchup,Heinz Tomato Ketchup,current_2020s,www.heinz.com,https://www.heinz.com/products/00013000006408-tomato-ketchup,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,heinz_tomato_ketchup_evidence_9,heinz_tomato_ketchup,Heinz Tomato Ketchup,current_2020s,www.henderson-foodservice.com,https://www.henderson-foodservice.com/productpdf/download/file/id/1366/name/Heinz_Tomato_Ketchup_%25282x4Ltr%2529.pdf/,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_10,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,current_2020s,giantfood.com,https://giantfood.com/groceries/rice-pasta-beans/packaged-meals-sides/macaroni-cheese/macaroni-cheese-boxed/kraft-original-flavor-mac-cheese-dinner-725-oz-box.html,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_11,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,current_2020s,www.super99.com,https://www.super99.com/20113956-kraft-macaroni-and-cheese-original-156g,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_8,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,current_2020s,www.walmart.com,https://www.walmart.com/ip/1178903502,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_9,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,current_2020s,www.walmart.com,https://www.walmart.com/ip/10295759,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,mcdonalds_big_mac_evidence_4,mcdonalds_big_mac,McDonald's Big Mac,2000s;2010s,www.canceredinstitute.org,https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,mcdonalds_big_mac_evidence_5,mcdonalds_big_mac,McDonald's Big Mac,current_2020s,www.mcdonalds.com,https://www.mcdonalds.com/us/es-us/product/big-mac.html,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,mcdonalds_big_mac_evidence_6,mcdonalds_big_mac,McDonald's Big Mac,current_2020s,www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/product/big-mac.html,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,mcdonalds_chicken_mcnuggets_evidence_4,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,2000s;2010s,s3.amazonaws.com,https://s3.amazonaws.com/saveoneverything_assets/pdfs/1376490717-mcdonalds-ingredientslist.pdf,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,mcdonalds_chicken_mcnuggets_evidence_5,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,2000s;2010s,www.canceredinstitute.org,https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,mcdonalds_chicken_mcnuggets_evidence_6,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,2010s,krissyowens.com,https://krissyowens.com/wp-content/uploads/2017/09/McDonalds-Allergen-Guide.pdf,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,mcdonalds_chicken_mcnuggets_evidence_7,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,current_2020s,www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/product/chicken-mcnuggets-4-piece.html,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,mcdonalds_chicken_mcnuggets_evidence_8,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,current_2020s,www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/product/chicken-mcnuggets-50-piece.html,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
pilot-photo-capture-dry-run,ewg_oreo_current,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,current_2020s,www.ewg.org,https://www.ewg.org/foodscores/products/0044000051617-OreoChocolateOriginalFlavorSandwichCookies/,panel_crop,panel_capture_needed,high,panel_crop,3,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
